Titre,Lien_du_titre,information,image,date,ldb,ldb1,information2,information3,notation_detail,Duree,Genre,Origine,Annee,Realisateur,Acteurs,Conseils,note,Synopsis
THE GRAND BUDAPEST HOTEL,https://www.cine974.com/film/the-grand-budapest-hotel/1364/, 645,https://www.cine974.com/images/affiches/moyen/the-grand-budapest-hotel-njFTzbdu.jpg,"
								2014								",645,4.1,1h40,5278, (25),1h40,Comédie,"Britannique, Allemand",,Wes Anderson,"
	
			avec Ralph Fiennes, Tony Revolori, F. Murray Abraham, Mathieu Amalric, Adrien Brody,  plus...
	",, 4.1 | 25 avis ,
LE GRAND BAL,https://www.cine974.com/film/le-grand-bal/39767/, 646,https://www.cine974.com/images/affiches/moyen/le-grand-bal-8iMcLGAu.jpg,"
								2018								",646,4.1,1h29,7485, (25),1h29,Documentaire,Français,2018,Laetitia Carton,"
	
	","conseillé en Famille, en Amoureux, entre Amis, entre Filles", 4.1 | 25 avis ,"C'est l'histoire d'un bal. D'un grand bal. Chaque été, plus de deux mille personnes affluent de toute l’Europe dans un coin de campagne française. Pendant 7 jours et 8 nuits, ils dansent encore et encore, perdent la notion du temps, bravent leurs fatigues et leurs corps. Ça tourne, ça rit, ça virevolte, ça pleure, ça chante. Et la vie pulse."
QUAND HARRY RENCONTRE SALLY,https://www.cine974.com/film/quand-harry-rencontre-sally/16591/, 647,https://www.cine974.com/images/affiches/moyen/quand-harry-rencontre-sally-218PkQeq.jpg,"
								1989								",647,4.1,1h36,5352, (25),1h36,Comédie,Américain,1989,Rob Reiner,"
	
			avec Billy Crystal, Meg Ryan, Carrie Fisher, Bruno Kirby, Steven Ford,  plus...
	",, 4.1 | 25 avis ,"Harry et Sally s'entendent comme chien et chat. Après la fac ils prennent la même destination, New York, mais ne se reverront que cinq ans plus tard, par hasard, dans un aéroport. Chacun a fait sa vie, ils se sont fiancés. Cinq ans passent encore, ils se rencontrent à nouveau. Tous deux viennent de rompre et dans cette étape difficile, ils se découvrent une vraie amitié. La complicité les rapproche à tel point qu'ils finissent par admettre, ce que leurs amis savaient déjà : ils sont faits l'un pour l'autre."
LE SEIGNEUR DES ANNEAUX : LE RETOUR DU ROI,https://www.cine974.com/film/le-seigneur-des-anneaux-le-retour-du-roi/475/, 648,https://www.cine974.com/images/affiches/moyen/le-seigneur-des-anneaux---le-retour-du-roi-3Z6pGTFS.jpg,"
								2003								",648,4.1,3h21,12340, (25),3h21,Aventure,Américain,2003,Peter Jackson,"
	
			avec Sean Astin, Elijah Wood, Viggo Mortensen, Ian McKellen, Liv Tyler,  plus...
	",, 4.1 | 25 avis ,"Les armées de Sauron ont attaqué Minas Tirith, la capitale de Gondor. Jamais ce royaume autrefois puissant n'a eu autant besoin de son roi. Mais Aragorn trouvera-t-il en lui la volonté d'accomplir sa destinée ?Tandis que Gandalf s'efforce de soutenir les forces brisées de Gondor, Théoden exhorte les guerriers de Rohan à se joindre au combat. Mais malgré leur courage et leur loyauté, les forces des Hommes ne sont pas de taille à lutter contre les innombrables légions d'ennemis qui s'abattent sur le royaume...Chaque victoire se paye d'immenses sacrifices. Malgré ses pertes, la Communauté se jette dans la bataille pour la vie, ses membres faisant tout pour détourner l'attention de Sauron afin de donner à Frodon une chance d'accomplir sa quête.Voyageant à travers les terres ennemies, ce dernier doit se reposer sur Sam et Gollum, tandis que l'Anneau continue de le tenter..."
LAWRENCE D'ARABIE,https://www.cine974.com/film/lawrence-d-arabie/1611/, 649,https://www.cine974.com/images/affiches/moyen/lawrence-d-arabie-KRxDk84Q.jpg,"
								1963								",649,4.1,3h36,6279, (24),3h36,Aventure,"Britannique, Américain",,David Lean,"
	
			avec Peter O'Toole, Alec Guinness, Omar Sharif, Anthony Quinn, José Ferrer,  plus...
	",, 4.1 | 24 avis ,
LE SECRET DE CHARLIE,https://www.cine974.com/film/le-secret-de-charlie/604/, 650,https://www.cine974.com/images/affiches/moyen/le-secret-de-charlie-cipyf4w6.jpg,"
								2010								",650,4.1,1h39,7443, (24),1h39,Drame,"Américain, Canadien",2010,Burr Steers,"
	
			avec Zac Efron, Amanda Crew, Charlie Tahan, Donal Logue, Kim Basinger,  plus...
	",A partir de 10 ans, 4.1 | 24 avis ,"Se sentant coupable de la mort accidentelle de son frère, un gardien de cimetière se retrouve régulièrement face au fantôme de celui-ci. Il rencontre une jeune femme disparue en mer et se demande s'il s'agit aussi d'une apparition ou si elle est bien réelle."
LA GRANDE ÉVASION,https://www.cine974.com/film/la-grande-evasion/1578/, 651,https://www.cine974.com/images/affiches/moyen/la-grande---vasion-snxhRF8j.jpg,"
								1963								",651,4.1,2h49,6733, (23),2h49,Guerre,Américain,,John Sturges,"
	
			avec Steve McQueen, Charles Bronson, James Garner, Richard Attenborough, James Donald,  plus...
	",, 4.1 | 23 avis ,
DE GAULLE,https://www.cine974.com/film/de-gaulle/45931/, 652,https://www.cine974.com/images/affiches/moyen/de-gaulle-HWPTYzUD.jpg,"
								2019								",652,4.1,1h49,228648, (23),1h49,Biopic,Français,2019,Gabriel Le Bomin,"
	
			avec Lambert Wilson, Isabelle Carré, Olivier Gourmet, Catherine Mouchet, Pierre Hancisse,  plus...
	",, 4.1 | 23 avis ,"Mai 1940. La guerre s’intensifie, l’armée française s’effondre, les Allemands seront bientôt à Paris. La panique gagne le gouvernement qui envisage d’accepter la défaite. Un homme, Charles de Gaulle, fraîchement promu général, veut infléchir le cours de l’Histoire. Sa femme, Yvonne de Gaulle, est son premier soutien, mais très vite les évènements les séparent. Yvonne et ses enfants se lancent sur les routes de l’exode. Charles rejoint Londres. Il veut faire entendre une autre voix : celle de la Résistance."
FULL MONTY / LE GRAND JEU,https://www.cine974.com/film/full-monty-le-grand-jeu/956/, 653,https://www.cine974.com/images/affiches/moyen/full-monty---le-grand-jeu-1fLLAskS.jpg,"
								1997								",653,4.1,1h32,8304, (23),1h32,Comédie,Britannique,,Peter Cattaneo,"
	
			avec Robert Carlyle, Mark Addy, Tom Wilkinson, William Snape, Steve Huison,  plus...
	",, 4.1 | 23 avis ,
LES ÉTOILES VAGABONDES,https://www.cine974.com/film/les-etoiles-vagabondes/48344/, 654,https://www.cine974.com/images/affiches/moyen/les-etoiles-vagabondes-y1YYt1yT.jpg,"
								2019								",654,4.1,1h26,5224, (23),1h26,Documentaire,Français,2019,Syrine Boulanouar,"
	
			avec Nekfeu, Syrine Boulanouar, Damso, Diabi, Doums,  plus...
	",, 4.1 | 23 avis ,"Quand deux étoiles sont trop proches et que l'une d’elles explose en supernova, il arrive qu'elle condamne l’autre étoile à errer sans trajectoire dans l'univers.
On les appelle les étoiles vagabondes."
MÊME LES SOURIS VONT AU PARADIS,https://www.cine974.com/film/meme-les-souris-vont-au-paradis/46962/, 655,https://www.cine974.com/images/affiches/moyen/m--me-les-souris-vont-au-paradis-9XkHH8x8.jpg,"
								2020								",655,4.1,1h24,6092, (22),1h24,Animation,"Belge, Français",2020,Jan Bubeniček,"
	
	","conseillé en Famille, pour Marmailles", 4.1 | 22 avis ,"Après un malencontreux accident, une jeune souris au caractère bien trempé et un renardeau plutôt renfermé se retrouvent au paradis des animaux. Dans ce monde nouveau, ils doivent se débarrasser de leurs instincts naturels et suivre tout un parcours vers une vie nouvelle. À travers cette aventure, ils deviennent les meilleurs amis du monde et la suite de leur voyage leur réservera bien des surprises…"
LES VISITEURS DU SOIR,https://www.cine974.com/film/les-visiteurs-du-soir/5569/, 656,https://www.cine974.com/images/affiches/moyen/les-visiteurs-du-soir-qLArqKc1.jpg,"
								1942								",656,4.1,1h50,4241, (22),1h50,Fantastique,Français,,Marcel Carné,"
	
			avec Arletty, Fernand Ledoux, Marie Déa, Jules Berry, Alain Cuny,  plus...
	",, 4.1 | 22 avis ,
LE CHAT POTTÉ 2 : LA DERNIÈRE QUÊTE,https://www.cine974.com/film/le-chat-potte-2-la-derniere-quete/47568/, 657,https://www.cine974.com/images/affiches/moyen/le-chat-pott---2---la-derni--re-qu--te-EdJzB4I2.jpg,"
								2022								",657,4.1,1h42,16227, (22),1h42,Animation,Américain,2022,Joel Crawford,"
	
			avec Boris Rehlinger, Diane Dassigny, Virginie Emane, Lison Daniel, Maxime Baudoin,  plus...
	","conseillé en Famille, pour Marmailles", 4.1 | 22 avis ,"Le Chat Potté découvre que sa passion pour l'aventure et son mépris du danger ont fini par lui coûter cher : il a épuisé huit de ses neuf vies, et en a perdu le compte au passage. Afin de retomber sur ses pattes notre héros velu se lance littéralement dans la quête de sa vie. Il s'embarque dans une aventure épique aux confins de la Forêt Sombre afin de dénicher la mythique Etoile à vœu, seule susceptible de lui rendre ses vies perdues. Mais quand il ne vous en reste qu’une, il faut savoir faire profil bas, se montrer prudent et demander de l’aide. C’est ainsi qu’il se tourne vers son ancienne partenaire et meilleure ennemie de toujours : l’ensorcelante Kitty Pattes De Velours. Le Chat Potté et la belle Kitty vont être aidés dans leur quête, à leur corps bien défendant, par Perro, un corniaud errant et galleux à la langue bien pendue et d’une inaltérable bonne humeur. Ensemble ils tenteront de garder une longueur d’avance sur la redoutable Boucles D’Or et son gang des Trois Ours, véritable famille de mafieux, mais aussi sur Little Jack Horner devenu bien grand, ou encore sur le chasseur de primes le plus féroce du coin : Le Loup."
RADIOSTARS,https://www.cine974.com/film/radiostars/16349/, 658,https://www.cine974.com/images/affiches/moyen/radiostars-3AGG3kfe.jpg,"
								2012								",658,4.1,1h40,4790, (22),1h40,Comédie,Français,2012,Romain Levy,"
	
			avec Manu Payet, Clovis Cornillac, Douglas Attal, Pascal Demolon, Benjamin Lavernhe,  plus...
	",, 4.1 | 22 avis ,"En plein échec professionnel et sentimental, Ben, qui se rêvait comique à New York, est de retour à Paris. Il rencontre Alex, présentateur-vedette du Breakfast-club, le Morning star de la radio. Avec Cyril, un quadra mal assumé, et Arnold, le leader charismatique de la bande, ils font la pluie et le beau temps sur Blast FM. Très vite Ben est engagé : Il écrira pour eux. Alors qu’il a à peine rejoint l’équipe, un raz de marée frappe de plein fouet la station : l’audience du breakfast est en chute libre. C’est en bus qu’ils sillonneront les routes de France pour rencontrer et reconquérir leur public. Pour ces Parisiens arrogants, de ce road trip radiophonique naîtra un véritable parcours initiatique qui bousculera leurs certitudes."
OUT OF AFRICA - SOUVENIRS D'AFRIQUE,https://www.cine974.com/film/out-of-africa-souvenirs-d-afrique/4584/, 659,https://www.cine974.com/images/affiches/moyen/out-of-africa---souvenirs-d-afrique-MUabGb2t.jpg,"
								1986								",659,4.1,2h41,9195, (22),2h41,Biopic,Américain,,Sydney Pollack,"
	
			avec Meryl Streep, Robert Redford, Klaus Maria Brandauer, Michael Kitchen, Malick Bowens,  plus...
	",, 4.1 | 22 avis ,"Après une déception amoureuse, la jeune Danoise Karen décide de se marier et de s'embarquer pour l'Afrique. Vite délaissée par un mari volage, elle se consacre à la culture des caféiers et fait figure de pionnière. Son amitié pour l'aventurier Denys se transformera en amour mais elle ne saura pas retenir cet homme épris de liberté."
ASTÉRIX ET LA SURPRISE DE CÉSAR,https://www.cine974.com/film/asterix-et-la-surprise-de-cesar/26885/, 660,https://www.cine974.com/images/affiches/moyen/ast--rix-et-la-surprise-de-c--sar-7NNciPTq.jpg,"
								0000								",660,4.1,2h01,16765, (21),2h01,Animation,"Belge, Français",,Paul Brizzi,"
	
			avec Roger Carel, Pierre Tornade, Pierre Mondy, Serge Sauvion, Henri Labussière,  plus...
	","conseillé en Famille, pour Marmailles", 4.1 | 21 avis ,"Lorsque Falbala et Tragicomix sont kidnappés, celui qui leur a porté atteinte n'imagine pas qu'il vient de réveiller la colère du petit village gaulois. D'autant qu'Obélix est amoureux de Falbala..."
LES ENFANTS DU TEMPS,https://www.cine974.com/film/les-enfants-du-temps/45563/, 661,https://www.cine974.com/images/affiches/moyen/les-enfants-du-temps-LYtQpFTU.jpg,"
								2019								",661,4.1,1h54,101495, (21),1h54,Animation,Japonais,2019,Makoto Shinkai,"
	
			avec Gabriel Bismuth-Bienaimé, Maryne Bertieaux, Jérôme Pauwels, Zina Khakhoulia, Kotaro Daigo,  plus...
	","conseillé en Famille, en Amoureux, entre Amis, entre Filles, pour Marmailles, entre Mecs", 4.1 | 21 avis ,"Jeune lycéen, Hodaka fuit son île pour rejoindre Tokyo. Sans argent ni emploi, il tente de survivre dans la jungle urbaine et trouve un poste dans une revue dédiée au paranormal. Un phénomène météorologique extrême touche alors le Japon, exposé à de constantes pluies. Hodaka est dépêché pour enquêter sur l'existence de prêtresses du temps. Peu convaincu par cette légende, il change soudainement d'avis lorsqu'il croise la jeune Hina..."
NUMÉRO QUATRE,https://www.cine974.com/film/numero-quatre/1851/, 662,https://www.cine974.com/images/affiches/moyen/num--ro-quatre-Zsr8Ca2S.jpg,"
								2011								",662,4.1,1h51,8219, (20),1h51,Action,Américain,2011,D.J. Caruso,"
	
			avec Alex Pettyfer, Timothy Olyphant, Teresa Palmer, Dianna Agron, Callan McAuliffe,  plus...
	",, 4.1 | 20 avis ,"Trois sont déjà morts. Qui sera le quatrième ? Un adolescent extraordinaire, John Smith, fuit devant des ennemis prêts à tout pour le détruire. Changeant perpétuellement d’identité, ne restant jamais longtemps dans la même ville, il est accompagné par Henri, qui veille sur lui. Partout où il va, John est le nouveau venu, celui qui n’a aucun passé. Dans la petite ville de l’Ohio où il s’est installé, il va vivre des événements inattendus qui vont changer sa vie. De son premier amour à la découverte de ses incroyables aptitudes, il va aussi se lier à des personnes qui partagent son fascinant destin…"
LE LIVRE DES SOLUTIONS,https://www.cine974.com/film/le-livre-des-solutions/48745/, 663,https://www.cine974.com/images/affiches/moyen/le-livre-des-solutions-AUkQTBuU.jpg,"
								2023								",663,4.1,1h42,5169, (20),1h42,Comédie,Français,2023,Michel Gondry,"
	
			avec Sting, Pierre Niney, Vincent Elbaz, Blanche Gardin, Francoise Lebrun,  plus...
	","conseillé en Famille, en Amoureux, entre Amis, entre Filles, en Solo", 4.1 | 20 avis ,"Marc s'enfuit avec toute son équipe dans un petit village des Cévennes pour finir son film chez sa tante Denise. Sur place, sa créativité se manifeste par un million d'idées qui le plongent dans un drôle de chaos. Marc se lance alors dans l’écriture du Livre des Solutions, un guide de conseils pratiques qui pourrait bien être la solution à tous ses problèmes…"
JACK LE CHASSEUR DE GÉANTS,https://www.cine974.com/film/jack-le-chasseur-de-geants/24703/, 664,https://www.cine974.com/images/affiches/moyen/jack-le-chasseur-de-g--ants-GI1gnuBL.jpg,"
								2013								",664,4.1,1h50,6542, (20),1h50,Aventure,Américain,,Bryan Singer,"
	
			avec Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci, Eddie Marsan,  plus...
	",, 4.1 | 20 avis ,
STALINGRAD,https://www.cine974.com/film/stalingrad/5071/, 665,https://www.cine974.com/images/affiches/moyen/stalingrad-uWCFWWBH.jpg,"
								2001								",665,4.1,2h10,7516, (20),2h10,Drame,"Allemand, Britannique, Américain",,Jean-Jacques Annaud,"
	
			avec Jude Law, Rachel Weisz, Joseph Fiennes, Ed Harris, Bob Hoskins,  plus...
	",, 4.1 | 20 avis ,
SNOWDEN,https://www.cine974.com/film/snowden/3821/, 666,https://www.cine974.com/images/affiches/moyen/snowden-bjnFcBfL.jpg,"
								2016								",666,4.1,2h15,10531, (20),2h15,Biopic,"Allemand, Américain, Français",2016,Oliver Stone,"
	
			avec Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo, Zachary Quinto, Rhys Ifans,  plus...
	",, 4.1 | 20 avis ,"Patriote idéaliste et enthousiaste, le jeune Edward Snowden semble réaliser son rêve quand il rejoint les équipes de la CIA puis de la NSA. Il découvre alors au cœur des Services de Renseignements américains l’ampleur insoupçonnée de la cyber-surveillance. Violant la Constitution, soutenue par de grandes entreprises, la NSA collecte des montagnes de données et piste toutes les formes de télécommunications à un niveau planétaire. Choqué par cette intrusion systématique dans nos vies privées, Snowden décide de rassembler des preuves et de tout divulguer. Devenu lanceur d’alerte, il sacrifiera sa liberté et sa vie privée. En juin 2013, deux journalistes prennent le risque de le rencontrer dans une chambre d’hôtel à Hong Kong. Une course contre la montre s’engage pour analyser les preuves irréfutables présentées par Snowden avant leur publication. Les révélations qui vont être faites dans cette pièce seront au cœur du plus grand scandale d’espionnage de l’histoire des États-Unis."
